,person_id,age,sex,household_id,workplace_id,district_id,economic_status,economic_activity_location_id,school_goers,manufacturing_workers
2296,2296,40,male,2300000,district_2_Office workers_4,2,Office workers,1.0,0,0.0
2297,2297,20,male,4198000,"district_1_Not working, inactive, not in universe_3",1,"Not working, inactive, not in universe",1.0,0,0.0
2298,2298,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
2299,2299,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
2300,2300,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
2301,2301,16,female,4751000,district_1_Current Students_2,1,Current Students,1.0,1,0.0
2302,2302,19,female,902000,district_2_Current Students_2,2,Current Students,1.0,1,0.0
2303,2303,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
2304,2304,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
2305,2305,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
2306,2306,20,male,4198000,"district_1_Not working, inactive, not in universe_3",1,"Not working, inactive, not in universe",1.0,0,0.0
2307,2307,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
2308,2308,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
2309,2309,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
2310,2310,16,female,4751000,district_1_Current Students_5,1,Current Students,1.0,1,0.0
2311,2311,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
2312,2312,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
2313,2313,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
2314,2314,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
2315,2315,20,male,4198000,"district_1_Not working, inactive, not in universe_3",1,"Not working, inactive, not in universe",1.0,0,0.0
2316,2316,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
2317,2317,15,female,882000,"district_2_Not working, inactive, not in universe_5",2,"Not working, inactive, not in universe",1.0,0,0.0
2318,2318,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
2319,2319,16,female,4751000,district_1_Current Students_2,1,Current Students,1.0,1,0.0
2320,2320,19,female,902000,district_2_Current Students_2,2,Current Students,1.0,1,0.0
2321,2321,57,female,6668000,district_1_Service workers_4,1,Service workers,1.0,0,0.0
2322,2322,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
2323,2323,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
2324,2324,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
2325,2325,41,female,3465000,district_1_Teachers_4,1,Teachers,1.0,1,0.0
2326,2326,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
2327,2327,23,female,2524000,district_1_Homemakers/Housework_1,1,Homemakers/Housework,1.0,0,0.0
2328,2328,16,female,4751000,district_1_Current Students_4,1,Current Students,1.0,1,0.0
2329,2329,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
2330,2330,57,female,6668000,district_1_Service workers_3,1,Service workers,1.0,0,0.0
2331,2331,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
2332,2332,40,male,2300000,district_2_Office workers_1,2,Office workers,1.0,0,0.0
2333,2333,20,male,4198000,"district_1_Not working, inactive, not in universe_2",1,"Not working, inactive, not in universe",1.0,0,0.0
2334,2334,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
2335,2335,15,female,882000,"district_2_Not working, inactive, not in universe_5",2,"Not working, inactive, not in universe",1.0,0,0.0
2336,2336,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
2337,2337,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
2338,2338,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
2339,2339,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
2340,2340,27,female,1146000,district_1_Office workers_3,1,Office workers,1.0,0,0.0
2341,2341,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
2342,2342,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
2343,2343,41,female,3465000,district_1_Teachers_3,1,Teachers,1.0,1,0.0
2344,2344,15,female,882000,"district_2_Not working, inactive, not in universe_5",2,"Not working, inactive, not in universe",1.0,0,0.0
2345,2345,23,female,2524000,district_1_Homemakers/Housework_1,1,Homemakers/Housework,1.0,0,0.0
2346,2346,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
2347,2347,19,female,902000,district_2_Current Students_1,2,Current Students,1.0,1,0.0
2348,2348,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
2349,2349,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
2350,2350,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
2351,2351,20,male,4198000,"district_1_Not working, inactive, not in universe_5",1,"Not working, inactive, not in universe",1.0,0,0.0
2352,2352,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
2353,2353,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
2354,2354,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
2355,2355,16,female,4751000,district_1_Current Students_2,1,Current Students,1.0,1,0.0
2356,2356,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
2357,2357,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
2358,2358,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
2359,2359,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
2360,2360,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
2361,2361,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
2362,2362,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
2363,2363,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
2364,2364,16,female,4751000,district_1_Current Students_1,1,Current Students,1.0,1,0.0
2365,2365,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
2366,2366,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
2367,2367,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
2368,2368,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
2369,2369,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
2370,2370,41,female,3465000,district_1_Teachers_3,1,Teachers,1.0,1,0.0
2371,2371,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
2372,2372,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
2373,2373,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
2374,2374,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
2375,2375,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
2376,2376,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
2377,2377,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
2378,2378,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
2379,2379,41,female,3465000,district_1_Teachers_4,1,Teachers,1.0,1,0.0
2380,2380,15,female,882000,"district_2_Not working, inactive, not in universe_1",2,"Not working, inactive, not in universe",1.0,0,0.0
2381,2381,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
2382,2382,16,female,4751000,district_1_Current Students_4,1,Current Students,1.0,1,0.0
2383,2383,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
2384,2384,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
2385,2385,27,female,1146000,district_1_Office workers_1,1,Office workers,1.0,0,0.0
2386,2386,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
2387,2387,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
2388,2388,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
2389,2389,15,female,882000,"district_2_Not working, inactive, not in universe_1",2,"Not working, inactive, not in universe",1.0,0,0.0
2390,2390,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
2391,2391,16,female,4751000,district_1_Current Students_4,1,Current Students,1.0,1,0.0
2392,2392,19,female,902000,district_2_Current Students_2,2,Current Students,1.0,1,0.0
2393,2393,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
2394,2394,27,female,1146000,district_1_Office workers_3,1,Office workers,1.0,0,0.0
2395,2395,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
2396,2396,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
2397,2397,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
2398,2398,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
2399,2399,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
2400,2400,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
2401,2401,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
2402,2402,57,female,6668000,district_1_Service workers_4,1,Service workers,1.0,0,0.0
2403,2403,27,female,1146000,district_1_Office workers_1,1,Office workers,1.0,0,0.0
2404,2404,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
2405,2405,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
2406,2406,41,female,3465000,district_1_Teachers_4,1,Teachers,1.0,1,0.0
2407,2407,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
2408,2408,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
2409,2409,16,female,4751000,district_1_Current Students_2,1,Current Students,1.0,1,0.0
2410,2410,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
2411,2411,57,female,6668000,district_1_Service workers_3,1,Service workers,1.0,0,0.0
2412,2412,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
2413,2413,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
2414,2414,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
2415,2415,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
2416,2416,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
2417,2417,23,female,2524000,district_1_Homemakers/Housework_1,1,Homemakers/Housework,1.0,0,0.0
2418,2418,16,female,4751000,district_1_Current Students_4,1,Current Students,1.0,1,0.0
2419,2419,19,female,902000,district_2_Current Students_1,2,Current Students,1.0,1,0.0
2420,2420,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
2421,2421,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
2422,2422,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
2423,2423,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
2424,2424,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
2425,2425,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
2426,2426,23,female,2524000,district_1_Homemakers/Housework_5,1,Homemakers/Housework,1.0,0,0.0
2427,2427,16,female,4751000,district_1_Current Students_5,1,Current Students,1.0,1,0.0
2428,2428,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
2429,2429,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
2430,2430,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
2431,2431,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
2432,2432,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
2433,2433,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
2434,2434,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
2435,2435,23,female,2524000,district_1_Homemakers/Housework_1,1,Homemakers/Housework,1.0,0,0.0
2436,2436,16,female,4751000,district_1_Current Students_4,1,Current Students,1.0,1,0.0
2437,2437,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
2438,2438,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
2439,2439,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
2440,2440,40,male,2300000,district_2_Office workers_1,2,Office workers,1.0,0,0.0
2441,2441,20,male,4198000,"district_1_Not working, inactive, not in universe_3",1,"Not working, inactive, not in universe",1.0,0,0.0
2442,2442,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
2443,2443,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
2444,2444,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
2445,2445,16,female,4751000,district_1_Current Students_4,1,Current Students,1.0,1,0.0
2446,2446,19,female,902000,district_2_Current Students_2,2,Current Students,1.0,1,0.0
2447,2447,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
2448,2448,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
2449,2449,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
2450,2450,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
2451,2451,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
2452,2452,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
2453,2453,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
2454,2454,16,female,4751000,district_1_Current Students_1,1,Current Students,1.0,1,0.0
2455,2455,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
2456,2456,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
2457,2457,27,female,1146000,district_1_Office workers_3,1,Office workers,1.0,0,0.0
2458,2458,40,male,2300000,district_2_Office workers_4,2,Office workers,1.0,0,0.0
2459,2459,20,male,4198000,"district_1_Not working, inactive, not in universe_3",1,"Not working, inactive, not in universe",1.0,0,0.0
2460,2460,41,female,3465000,district_1_Teachers_4,1,Teachers,1.0,1,0.0
2461,2461,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
2462,2462,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
2463,2463,16,female,4751000,district_1_Current Students_4,1,Current Students,1.0,1,0.0
2464,2464,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
2465,2465,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
2466,2466,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
2467,2467,40,male,2300000,district_2_Office workers_1,2,Office workers,1.0,0,0.0
2468,2468,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
2469,2469,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
2470,2470,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
2471,2471,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
2472,2472,16,female,4751000,district_1_Current Students_2,1,Current Students,1.0,1,0.0
2473,2473,19,female,902000,district_2_Current Students_2,2,Current Students,1.0,1,0.0
2474,2474,57,female,6668000,district_1_Service workers_3,1,Service workers,1.0,0,0.0
2475,2475,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
2476,2476,40,male,2300000,district_2_Office workers_4,2,Office workers,1.0,0,0.0
2477,2477,20,male,4198000,"district_1_Not working, inactive, not in universe_3",1,"Not working, inactive, not in universe",1.0,0,0.0
2478,2478,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
2479,2479,15,female,882000,"district_2_Not working, inactive, not in universe_5",2,"Not working, inactive, not in universe",1.0,0,0.0
2480,2480,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
2481,2481,16,female,4751000,district_1_Current Students_1,1,Current Students,1.0,1,0.0
2482,2482,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
2483,2483,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
2484,2484,27,female,1146000,district_1_Office workers_1,1,Office workers,1.0,0,0.0
2485,2485,40,male,2300000,district_2_Office workers_4,2,Office workers,1.0,0,0.0
2486,2486,20,male,4198000,"district_1_Not working, inactive, not in universe_5",1,"Not working, inactive, not in universe",1.0,0,0.0
2487,2487,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
2488,2488,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
2489,2489,23,female,2524000,district_1_Homemakers/Housework_5,1,Homemakers/Housework,1.0,0,0.0
2490,2490,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
2491,2491,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
2492,2492,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
2493,2493,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
2494,2494,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
2495,2495,20,male,4198000,"district_1_Not working, inactive, not in universe_2",1,"Not working, inactive, not in universe",1.0,0,0.0
2496,2496,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
2497,2497,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
2498,2498,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
2499,2499,16,female,4751000,district_1_Current Students_1,1,Current Students,1.0,1,0.0
2500,2500,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
2501,2501,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
2502,2502,27,female,1146000,district_1_Office workers_3,1,Office workers,1.0,0,0.0
2503,2503,40,male,2300000,district_2_Office workers_1,2,Office workers,1.0,0,0.0
2504,2504,20,male,4198000,"district_1_Not working, inactive, not in universe_5",1,"Not working, inactive, not in universe",1.0,0,0.0
2505,2505,41,female,3465000,district_1_Teachers_3,1,Teachers,1.0,1,0.0
2506,2506,15,female,882000,"district_2_Not working, inactive, not in universe_1",2,"Not working, inactive, not in universe",1.0,0,0.0
2507,2507,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
2508,2508,16,female,4751000,district_1_Current Students_5,1,Current Students,1.0,1,0.0
2509,2509,19,female,902000,district_2_Current Students_1,2,Current Students,1.0,1,0.0
2510,2510,57,female,6668000,district_1_Service workers_3,1,Service workers,1.0,0,0.0
2511,2511,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
2512,2512,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
2513,2513,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
2514,2514,41,female,3465000,district_1_Teachers_3,1,Teachers,1.0,1,0.0
2515,2515,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
2516,2516,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
2517,2517,16,female,4751000,district_1_Current Students_4,1,Current Students,1.0,1,0.0
2518,2518,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
2519,2519,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
2520,2520,27,female,1146000,district_1_Office workers_3,1,Office workers,1.0,0,0.0
2521,2521,40,male,2300000,district_2_Office workers_1,2,Office workers,1.0,0,0.0
2522,2522,20,male,4198000,"district_1_Not working, inactive, not in universe_3",1,"Not working, inactive, not in universe",1.0,0,0.0
2523,2523,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
2524,2524,15,female,882000,"district_2_Not working, inactive, not in universe_1",2,"Not working, inactive, not in universe",1.0,0,0.0
2525,2525,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
2526,2526,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
2527,2527,19,female,902000,district_2_Current Students_1,2,Current Students,1.0,1,0.0
2528,2528,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
2529,2529,27,female,1146000,district_1_Office workers_3,1,Office workers,1.0,0,0.0
2530,2530,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
2531,2531,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
2532,2532,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
2533,2533,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
2534,2534,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
2535,2535,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
2536,2536,19,female,902000,district_2_Current Students_1,2,Current Students,1.0,1,0.0
2537,2537,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
2538,2538,27,female,1146000,district_1_Office workers_1,1,Office workers,1.0,0,0.0
2539,2539,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
2540,2540,20,male,4198000,"district_1_Not working, inactive, not in universe_2",1,"Not working, inactive, not in universe",1.0,0,0.0
2541,2541,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
2542,2542,15,female,882000,"district_2_Not working, inactive, not in universe_1",2,"Not working, inactive, not in universe",1.0,0,0.0
2543,2543,23,female,2524000,district_1_Homemakers/Housework_5,1,Homemakers/Housework,1.0,0,0.0
2544,2544,16,female,4751000,district_1_Current Students_1,1,Current Students,1.0,1,0.0
2545,2545,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
2546,2546,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
2547,2547,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
2548,2548,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
2549,2549,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
2550,2550,41,female,3465000,district_1_Teachers_4,1,Teachers,1.0,1,0.0
2551,2551,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
2552,2552,23,female,2524000,district_1_Homemakers/Housework_1,1,Homemakers/Housework,1.0,0,0.0
2553,2553,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
2554,2554,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
2555,2555,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
2556,2556,27,female,1146000,district_1_Office workers_1,1,Office workers,1.0,0,0.0
2557,2557,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
2558,2558,20,male,4198000,"district_1_Not working, inactive, not in universe_5",1,"Not working, inactive, not in universe",1.0,0,0.0
2559,2559,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
2560,2560,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
2561,2561,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
2562,2562,16,female,4751000,district_1_Current Students_5,1,Current Students,1.0,1,0.0
2563,2563,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
2564,2564,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
2565,2565,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
2566,2566,40,male,2300000,district_2_Office workers_4,2,Office workers,1.0,0,0.0
2567,2567,20,male,4198000,"district_1_Not working, inactive, not in universe_5",1,"Not working, inactive, not in universe",1.0,0,0.0
2568,2568,41,female,3465000,district_1_Teachers_4,1,Teachers,1.0,1,0.0
2569,2569,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
2570,2570,23,female,2524000,district_1_Homemakers/Housework_5,1,Homemakers/Housework,1.0,0,0.0
2571,2571,16,female,4751000,district_1_Current Students_1,1,Current Students,1.0,1,0.0
2572,2572,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
2573,2573,57,female,6668000,district_1_Service workers_4,1,Service workers,1.0,0,0.0
2574,2574,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
2575,2575,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
2576,2576,20,male,4198000,"district_1_Not working, inactive, not in universe_3",1,"Not working, inactive, not in universe",1.0,0,0.0
2577,2577,41,female,3465000,district_1_Teachers_3,1,Teachers,1.0,1,0.0
2578,2578,15,female,882000,"district_2_Not working, inactive, not in universe_5",2,"Not working, inactive, not in universe",1.0,0,0.0
2579,2579,23,female,2524000,district_1_Homemakers/Housework_5,1,Homemakers/Housework,1.0,0,0.0
2580,2580,16,female,4751000,district_1_Current Students_2,1,Current Students,1.0,1,0.0
2581,2581,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
2582,2582,57,female,6668000,district_1_Service workers_3,1,Service workers,1.0,0,0.0
2583,2583,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
2584,2584,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
2585,2585,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
2586,2586,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
2587,2587,15,female,882000,"district_2_Not working, inactive, not in universe_1",2,"Not working, inactive, not in universe",1.0,0,0.0
2588,2588,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
2589,2589,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
2590,2590,19,female,902000,district_2_Current Students_1,2,Current Students,1.0,1,0.0
2591,2591,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
2592,2592,27,female,1146000,district_1_Office workers_3,1,Office workers,1.0,0,0.0
