weekday,home_region,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60
1,d_38,0,0.086800002,0.086800002,0.086800002,0.086800002,0.086800002,0.086800002,0.086800002,0.086800002,0.086800002,0.086800002,0.086800002,0.086800002,0.086800002,0.086800002,0.086800002,0.1507,0.1507,0.1507,0.1507,0.1507,0.1507,0.19949999,0.19949999,0.19949999,0.19949999,0.19949999,0.19949999,0.19949999,0.19949999,0.19949999,6.5039001,10.7391,10.8576,11.0571,28.0415,28.099199,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,100
2,d_38,0,0.099600002,0.099600002,0.099600002,0.099600002,0.099600002,0.099600002,0.099600002,0.099600002,0.099600002,0.099600002,0.099600002,0.099600002,0.099600002,0.099600002,0.099600002,0.1758,0.1758,0.1758,0.1758,0.1758,0.1758,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,0.2325,6.7016001,10.6436,10.742,10.9704,28.263399,28.3246,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,99.988503,100,100,100,100,100
3,d_38,0,0.089299999,0.089299999,0.089299999,0.089299999,0.089299999,0.089299999,0.089299999,0.089299999,0.089299999,0.089299999,0.089299999,0.089299999,0.089299999,0.089299999,0.089299999,0.155,0.155,0.155,0.155,0.155,0.155,0.2036,0.2036,0.2036,0.2036,0.2036,0.2036,0.2036,0.2036,0.2036,7.1451001,10.6543,10.7475,10.9699,29.1206,29.1619,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,99.986504,100
4,d_38,0,0.091700003,0.091700003,0.091700003,0.091700003,0.091700003,0.091700003,0.091700003,0.091700003,0.091700003,0.091700003,0.091700003,0.091700003,0.091700003,0.091700003,0.091700003,0.156,0.156,0.156,0.156,0.156,0.156,0.1954,0.1954,0.1954,0.1954,0.1954,0.1954,0.1954,0.1954,0.1954,6.6155,9.7367001,9.8197002,10.0403,26.821501,26.8603,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,99.993103,100
5,d_38,0,0.077699997,0.077699997,0.077699997,0.077699997,0.077699997,0.077699997,0.077699997,0.077699997,0.077699997,0.077699997,0.077699997,0.077699997,0.077699997,0.077699997,0.077699997,0.1525,0.1525,0.1525,0.1525,0.1525,0.1525,0.21619999,0.21619999,0.21619999,0.21619999,0.21619999,0.21619999,0.21619999,0.21619999,0.21619999,6.7086,9.5504999,9.6405001,9.8746996,26.8288,26.868099,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,d_38,0,0.068499997,0.068499997,0.068499997,0.068499997,0.068499997,0.068499997,0.068499997,0.068499997,0.068499997,0.068499997,0.068499997,0.068499997,0.068499997,0.068499997,0.068499997,0.1215,0.1215,0.1215,0.1215,0.1215,0.1215,0.1436,0.1436,0.1436,0.1436,0.1436,0.1436,0.1436,0.1436,0.1436,5.9524002,9.2692003,9.3691998,9.5277004,25.614201,25.665701,99.983902,99.983902,99.983902,99.983902,99.983902,99.983902,99.983902,99.983902,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,d_39,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,0.042100001,95.104301,95.104301,98.039597,98.068802,98.068802,98.068802,98.068802,98.068802,98.068802,98.068802,98.068802,98.068802,98.068802,98.068802,98.068802,100,100,100,100,100,100,100
1,d_39,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,95.410004,95.410004,98.353798,98.353798,98.353798,98.353798,98.353798,98.353798,98.353798,98.353798,98.353798,98.353798,98.353798,98.353798,98.353798,100,100,100,100,100,100,100
2,d_39,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,95.115898,95.115898,98.137604,98.187302,98.187302,98.187302,98.204597,98.204597,98.204597,98.204597,98.204597,98.204597,98.204597,98.204597,98.204597,100,100,100,100,100,100,100
3,d_39,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,0.035700001,94.966103,94.966103,98.036003,98.069099,98.069099,98.069099,98.069099,98.069099,98.069099,98.069099,98.069099,98.069099,98.069099,98.069099,98.069099,99.984001,100,100,100,100,100,100
4,d_39,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,0.048700001,94.999901,94.999901,97.969704,97.985001,97.985001,97.985001,97.985001,97.985001,97.985001,97.985001,97.985001,97.985001,97.985001,97.985001,97.985001,100,100,100,100,100,100,100
5,d_39,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,95.521599,95.521599,98.544296,98.565903,98.565903,98.565903,98.565903,98.565903,98.565903,98.565903,98.565903,98.565903,98.565903,98.565903,98.565903,100,100,100,100,100,100,100
6,d_39,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,0.034200002,95.176903,95.176903,98.169601,98.211998,98.211998,98.211998,98.211998,98.211998,98.211998,98.211998,98.211998,98.211998,98.211998,98.211998,98.211998,100,100,100,100,100,100,100
0,d_4,0,0.044100001,3.3431001,73.504898,80.074799,80.135902,99.607101,99.700996,99.700996,99.700996,99.700996,99.700996,99.700996,99.700996,99.700996,99.700996,99.700996,99.717697,99.743103,99.743103,99.750801,99.750801,99.750801,99.750801,99.750801,99.750801,99.750801,99.750801,99.750801,99.750801,99.750801,99.974899,99.974899,99.974899,99.974899,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,d_4,0,0.022600001,3.4753001,72.162102,79.579002,79.626404,99.571098,99.668602,99.668602,99.668602,99.668602,99.668602,99.668602,99.668602,99.668602,99.668602,99.668602,99.6754,99.692001,99.692001,99.692001,99.692001,99.692001,99.692001,99.692001,99.692001,99.692001,99.692001,99.692001,99.692001,99.692001,99.942299,99.951302,99.951302,99.951302,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,d_4,0,0.043099999,3.4496,71.266899,79.258301,79.321098,99.577202,99.682899,99.682899,99.682899,99.682899,99.682899,99.682899,99.682899,99.682899,99.682899,99.682899,99.690598,99.721497,99.721497,99.721497,99.721497,99.721497,99.721497,99.721497,99.721497,99.721497,99.721497,99.721497,99.721497,99.721497,99.968102,99.976196,99.976196,99.976196,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3,d_4,0,0.0244,3.3915,72.451897,79.364502,79.427299,99.586998,99.674004,99.674004,99.674004,99.674004,99.674004,99.674004,99.674004,99.674004,99.674004,99.674004,99.680496,99.7043,99.7043,99.716499,99.716499,99.716499,99.716499,99.716499,99.716499,99.716499,99.716499,99.716499,99.716499,99.716499,99.953598,99.965302,99.965302,99.965302,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4,d_4,0,0.042599998,3.4885001,72.316399,78.7444,78.833801,99.574097,99.680603,99.680603,99.680603,99.680603,99.680603,99.680603,99.680603,99.680603,99.680603,99.680603,99.693802,99.714996,99.714996,99.728897,99.728897,99.728897,99.728897,99.728897,99.728897,99.728897,99.728897,99.728897,99.728897,99.728897,99.9562,99.962196,99.962196,99.962196,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5,d_4,0,0.034400001,3.4170001,73.472702,79.875,79.936897,99.604897,99.688004,99.688004,99.688004,99.688004,99.688004,99.688004,99.688004,99.688004,99.688004,99.688004,99.688004,99.703201,99.703201,99.718498,99.718498,99.718498,99.718498,99.718498,99.718498,99.718498,99.718498,99.718498,99.718498,99.718498,99.961601,99.961601,99.961601,99.969101,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,d_4,0,0.026799999,3.3647001,72.629601,79.629402,79.675797,99.626801,99.715897,99.715897,99.715897,99.715897,99.715897,99.715897,99.715897,99.715897,99.715897,99.715897,99.715897,99.731697,99.731697,99.731697,99.731697,99.731697,99.731697,99.731697,99.731697,99.731697,99.731697,99.731697,99.731697,99.731697,99.966797,99.966797,99.966797,99.966797,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,d_40,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,2.4874001,89.934898,90.050301,91.037903,91.567596,91.567596,93.975998,93.975998,93.975998,93.975998,97.722298,97.722298,97.722298,99.943497,99.943497,99.943497,99.943497,99.943497,100,100,100,100
1,d_40,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,3.3117001,89.361198,89.500397,90.7174,91.369904,91.369904,94.210701,94.210701,94.210701,94.210701,97.924599,97.924599,97.924599,99.938202,99.938202,99.938202,99.938202,99.938202,100,100,100,100
2,d_40,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,88.748901,88.913498,90.090897,90.741699,90.741699,93.568901,93.568901,93.568901,93.568901,97.525902,97.525902,97.525902,99.845596,99.845596,99.845596,99.845596,99.901604,100,100,100,100
3,d_40,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,2.8796,89.101196,89.266899,90.3564,91.058601,91.058601,93.662598,93.662598,93.662598,93.662598,97.514801,97.514801,97.514801,99.832802,99.832802,99.832802,99.832802,99.889603,100,100,100,100
4,d_40,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,2.9349,89.392502,89.604599,90.792397,91.421799,91.421799,94.0495,94.0495,94.0495,94.0495,97.650398,97.650398,97.650398,99.833099,99.833099,99.833099,99.833099,99.874802,100,100,100,100
5,d_40,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,2.8373001,89.886902,90.052597,91.1175,91.696297,91.696297,94.275597,94.275597,94.275597,94.275597,97.895699,97.895699,97.895699,99.883797,99.883797,99.883797,99.883797,99.927101,100,100,100,100
6,d_40,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,2.5156,90.122803,90.262703,91.338203,91.9235,91.9235,94.313904,94.313904,94.313904,94.313904,97.9841,97.9841,97.9841,99.977097,99.977097,99.977097,99.977097,99.977097,100,100,100,100
0,d_41,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,0.212,1.3516001,1.4017,99.584801,99.878098,99.878098,99.878098,99.971298,99.971298,99.971298,99.971298,99.985298,99.985298,99.985298,99.993103,99.993103,99.993103,99.993103,100,100,100,100,100
1,d_41,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,0.1956,1.3009,1.3355,99.589699,99.914597,99.914597,99.914597,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,d_41,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,1.3333,1.3656,99.608803,99.920502,99.920502,99.920502,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3,d_41,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,0.20819999,1.3351001,1.3821,99.619102,99.927002,99.927002,99.927002,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4,d_41,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,1.3506,1.3923,99.5783,99.872498,99.872498,99.872498,99.968697,99.968697,99.968697,99.968697,99.982201,99.982201,99.982201,99.987198,99.987198,99.987198,99.987198,100,100,100,100,100
5,d_41,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,1.3106,1.3503,99.630501,99.928703,99.928703,99.928703,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,d_41,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,0.18440001,1.3530999,1.383,99.643799,99.932297,99.932297,99.932297,99.993202,99.993202,99.993202,99.993202,100,100,100,100,100,100,100,100,100,100,100,100
0,d_42,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,1.5654,3.0948999,4.7413001,95.953201,98.464203,99.298103,99.915298,99.915298,99.915298,99.915298,100,100,100,100,100,100,100,100,100,100,100,100
1,d_42,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.3882,1.4683,2.8928001,4.5408001,96.181801,98.615799,99.477798,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,d_42,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4021,1.4656,2.9317999,4.6964002,96.130798,98.566597,99.4785,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3,d_42,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.3854001,1.549,3.3405001,5.1044002,95.822098,98.553398,99.416702,99.936302,99.936302,99.936302,99.936302,100,100,100,100,100,100,100,100,100,100,100,100
4,d_42,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6127,1.6789,3.234,4.9705,96.1064,98.454597,99.277298,99.872902,99.872902,99.872902,99.872902,99.941704,99.941704,99.941704,99.941704,99.941704,99.941704,99.941704,100,100,100,100,100
5,d_42,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.3684,1.46,2.8829999,4.5770998,96.217499,98.621902,99.467598,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,d_42,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.4909,3.0132,4.5033998,95.933998,98.634399,99.443001,99.920303,99.920303,99.920303,99.920303,100,100,100,100,100,100,100,100,100,100,100,100
0,d_43,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.64160001,0.64160001,2.1793001,85.850502,85.850502,85.872101,85.872101,85.872101,85.872101,85.872101,85.872101,85.872101,85.872101,85.872101,85.872101,86.623596,88.4813,100,100,100,100
1,d_43,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.31600001,0.84060001,0.84060001,2.359,85.580498,85.580498,85.621201,85.621201,85.621201,85.621201,85.621201,85.621201,85.621201,85.621201,85.621201,85.621201,86.502296,88.393303,100,100,100,100
2,d_43,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.27000001,0.70779997,0.70779997,2.21,85.656502,85.656502,85.678001,85.678001,85.678001,85.678001,85.678001,85.678001,85.678001,85.678001,85.678001,85.678001,86.476402,88.340103,100,100,100,100
3,d_43,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.2498,0.7622,0.7622,2.2811999,85.766701,85.766701,85.803596,85.803596,85.803596,85.803596,85.803596,85.803596,85.803596,85.803596,85.803596,85.803596,86.596199,88.486801,100,100,100,100
4,d_43,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.29910001,0.88810003,0.88810003,2.4533,84.748001,84.748001,84.748001,84.748001,84.748001,84.748001,84.748001,84.748001,84.748001,84.748001,84.748001,84.748001,85.681999,87.600899,100,100,100,100
5,d_43,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.23270001,0.7651,0.7651,2.3656001,85.087303,85.087303,85.087303,85.087303,85.087303,85.087303,85.087303,85.087303,85.087303,85.087303,85.087303,85.087303,85.958397,87.901398,100,100,100,100
6,d_43,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.1761,0.64410001,0.64410001,2.1329999,86.055298,86.055298,86.055298,86.055298,86.055298,86.055298,86.055298,86.055298,86.055298,86.055298,86.055298,86.055298,86.797096,88.642303,100,100,100,100
